date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.utilities,appCat.weather
2014-04-17,7.6,-0.30131102710403856,0.24397733357387652,,,0.03904993656133079,-0.6040910927696144,,-0.4451083895179358,,-0.20970356171983098,-0.7210204831772781,1.764233793928718,,
2014-04-18,8.6,-0.2934953151330657,-1.1592129735297168,,,-0.23101636137912085,-1.0686762617225583,,0.09195172566350254,,-0.5760642901357189,-0.25558922450187843,0.7254494500144408,,
2014-04-19,7.5,-0.86891521552125,-0.029543317163537672,,,-0.2125811502560672,2.607027978896704,,-0.27683748610014436,,-0.15541244997727732,-0.8855343763810828,,,
2014-04-20,7.2,1.461505817270835,0.0038304371217800152,,,6.423510240922745,0.4454076670756233,,1.151498399635397,,-0.0059098005582582545,-1.2695643350888952,,,
2014-04-21,6.8,-0.7625739588170557,-0.11422111035126163,,,-0.23544494643501962,-0.6316233073712668,,-0.768297470966075,,-0.5139934004997224,0.24950794026363377,0.6403767839968143,,0.5088804681140406
2014-04-22,7.8,-0.4471590087536838,0.4909827387159153,,,-0.21062872670289967,0.05464846591136145,,0.5012885376430624,,-0.3194238991621479,0.4267109021300478,1.2854842679027,,
2014-04-23,8.0,-0.8110993357498845,1.360953104312805,,,-0.20317510997115987,0.1822841479607672,,0.23519832263914853,,-0.31638236651109763,-0.35087334913856144,0.032205529466869706,,
2014-04-24,7.6,-0.4774024159457112,-0.7482299445881841,,,-0.1342335413415645,-0.5872209448276016,,-0.7098755220989386,,-0.0760520713394368,-0.9739121290890927,-0.41591818687972304,,
2014-04-25,7.6,0.9519893594761536,-1.285114171944234,,,-0.26555920844704095,-0.706863039208656,,1.3208900659416833,,3.12023947002195,-0.6521251961351592,,-0.7071653108633373,-0.9696081900511733
2014-04-26,9.333333333333334,5.000392235014838,-1.5020239225500491,,,-0.18863157439285952,-1.324726889138069,,,,2.0006060226907545,1.0919944879635768,0.5475631887030055,,-1.0176107977504811
2014-04-27,8.0,0.8594168428756493,0.8575594907877431,,,-0.20834635872387644,0.6295279511409141,,-0.8952184098273263,,-0.28446103839667686,0.96767302520974,0.019851065033126527,,
2014-04-28,7.8,0.5880490324799514,0.8292377157767252,,,-0.2038892627924272,-0.8408807800657692,,1.56509265505502,,2.4578835125004117,0.9154808628359932,0.47478000775070534,,
2014-04-29,7.2,-0.6331729536628525,-0.31051995281125416,,,-0.22103557294189474,-0.9555407489681953,,1.5823625922913767,,0.29811058205230495,1.744242326575267,,,
2014-04-30,6.6,-0.44660124580043237,1.9888059635339297,,,-0.17576978556313153,0.3734023769055269,1.0,-0.565735953653044,,-0.3954129996997146,1.4372094486638352,,,
2014-05-01,7.6,0.28072164523871596,-0.001848779754200611,,,-0.17750499683528723,1.5058335835714614,-1.0,0.5234308823719356,,-0.6050031444855175,0.7696091060376087,2.2837993361362248,,
2014-05-02,7.2,0.56378634401354,-0.7298439063916451,,,-0.21617753512221466,-0.22584978062713446,,1.0763774476137378,,0.05328688993823445,0.35236910169873403,,,
2014-05-03,6.4,-0.22070724973382538,-0.6163336380094275,,,-0.23154468527967,0.06243303071271685,,,,-0.6718873333654093,-1.1067208456538207,-0.22602527543129436,,
2014-05-04,7.4,-0.13792866555429684,0.14608205029857138,,,0.16241717744963963,0.9890612124882713,,-1.1419863815263411,,-0.08174141073201655,-0.2695929304474978,,,
2014-05-05,7.666666666666667,1.401634888588406,0.9382709533322712,,,-0.18597094571204878,0.14319326023510448,,2.122195503969676,,-0.7340172818878341,-1.1987282319959311,,,
2014-05-07,7.8,0.0016184739375203012,-0.7725179798613984,,,-0.06761588287266825,0.6427732627392237,,-1.5596088334315614,,-0.9634610556612371,-0.9763648491837101,,,
2014-05-08,7.0,-1.23583582465043,-0.09106680632608855,,,-0.23485031860717276,0.6344137135988166,,-0.35273496669454624,,-0.84746940271633,-0.39554342179270374,,,
2014-05-09,6.4,-0.3096704407773405,-1.1157184122706192,,,-0.19412315508128866,-0.6267734287020327,,-1.5013801069974742,,-0.6889553515431475,-0.4376444325241011,,,0.3255029997788047
2014-05-10,6.6,-0.08991183719649315,-1.032192533869538,,,-0.2208013760254504,-0.20745989242211355,,-0.9993129019368575,,-0.6024340829258924,-1.1382959341091121,-1.468700498866192,,-0.2824327191028724
2014-05-11,7.0,-0.28314661752080816,0.9364264708748676,,,-0.22134206785398258,0.37944745400649604,,,,-0.9383314994860549,-0.4351552195970624,,,-0.1616463138737369
2014-05-12,7.8,-0.02576909757264262,-0.37745439441910883,,,-0.20893785394682948,0.7525787539193777,,-0.2360024174810137,,-0.5446154331127233,-0.41486451126391244,,,1.6472220642501005
2014-05-13,6.8,-0.6331729536628511,-0.909025734576603,,,-0.20863603780626172,-0.18461998617606273,,-1.9757248053502978,,-0.7880856924128148,-1.3099062806691677,,,
2014-05-14,7.5,-0.5466982434876861,0.6432529413564086,,,-0.230604596118051,1.060471810365946,,,,-0.40409957757852255,1.7938904286137936,,,
2014-05-15,7.0,,,,,,,,,,,,,,
