date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.utilities
2014-04-20,7.2,-1.3832204007669007,0.2240835856702961,0.0,0.0,-0.7976012657297508,0.6863208075725363,0.0,0.0,-0.2749842416425801,-0.1812068829671981,-0.9789802439015798,0.0,0.0
2014-04-21,6.4,-0.2866797840474393,0.12443941839552151,0.0,0.0,-1.2667743413128845,-0.5944080473200097,0.0,0.0,-0.2455954666103042,0.03797074437200691,0.10480589305682854,0.0,0.0
2014-04-22,7.6,-0.1030718965099889,-0.08962767496374402,0.0,0.0,1.4254356819088259,-0.043498381648611195,-0.22906583008985512,0.0,-0.19620813018668867,-0.49681881054451826,-0.7611344660495024,-0.39081429000276147,-0.4910103992013131
2014-04-23,7.8,-0.15057210843095675,0.21495907528914113,0.0,0.0,-0.7800147159847601,-0.30154113487246814,1.1669592219615044,0.0,-0.19026130650111137,-0.5688141426202107,0.6590677800056245,-0.8788113090380378,2.9141538094435564
2014-04-24,7.5,0.2566781569288446,-0.8309360449949175,0.0,0.0,-0.6754652881006747,-0.5515925504995852,4.188964415531622,0.0,-0.27258456006339493,-0.49158264618297215,-0.7627163211291088,0.11298908708445905,0.0
2014-04-25,6.0,0.8042358915318744,-0.9999975129579437,0.0,0.0,2.280866817589492,-0.1344117040239826,0.0,0.0,-0.2211322848310735,-0.505941612370305,-1.5878692457457877,0.02127818729002721,-0.5344232909173221
2014-04-26,6.5,1.8467857692759926,-0.5531173481461414,0.0,0.0,0.07920619924335728,-0.7824506984253693,0.0,0.0,-0.22862354557836115,-0.11400044348137353,0.5027896854963504,0.180715541984446,0.0
2014-04-27,7.0,-0.8737953461816843,0.8249405242241473,0.0,0.0,2.2737863579047666,-1.099649704962978,-0.340383266153241,0.0,-0.2507674905827877,-0.4527471178696488,2.235423096664461,0.0,0.0
2014-04-28,7.6,-0.7081243488374344,-0.008014781933279995,0.0,0.0,0.12110719046601832,-0.8200117879150843,0.38245847691316837,0.0,-0.2356888164539178,-0.4524078082497548,0.62452445298818,1.183200037311768,0.0
2014-04-29,7.8,0.85355988744367,-0.42630688586085563,0.0,0.0,0.8231364553849159,-0.7409376459415284,-0.2822510327645563,1.58727408949588,-0.20412756029614992,-0.49074979529777774,-0.7732009025504645,-0.4576947570199422,0.0
2014-04-30,7.6,-1.043208560277025,0.7781602506764843,0.0,0.0,2.171722245536074,0.738865562872296,-0.3736801994091221,0.0,-0.23573523339301042,-0.3906534574290453,2.4312713364036114,-1.4895857998953934,0.0
2014-05-01,0.0,0.36274690896341755,-0.7390920483304605,0.0,0.0,-0.703295809857343,-0.29137571033854803,0.0,0.0,0.022306472777391246,-0.5923498917092224,-1.2186863073141865,0.0,0.0
2014-05-02,8.0,2.503169486223391,-1.4021872430905367,0.0,0.0,0.37738547470087896,-1.6791228467138675,0.0,0.0,-0.23070207694827777,0.0,-1.3462675758981264,0.48273780559211243,-0.5172744262181157
2014-05-03,8.0,2.21257814703405,-1.2360143426948365,0.0,0.0,1.1234606135455318,0.8226523823867966,-0.4970115796695589,0.0,2.1897672875688183,-0.3215962381983442,-1.816588185180196,0.0,0.0
2014-05-04,7.333333333333333,3.0474145641847343,-1.2427722473685108,0.0,0.0,0.08228870277174337,-0.34749672544128346,0.0,0.0,0.7578836461569182,-0.5143086791336003,0.9579776584612254,0.0,0.0
2014-05-05,0.0,1.0762163712197754,-0.9583924722380979,0.0,0.0,-0.43366591531002163,-0.5968751780169559,0.0,0.0,-0.2500127029934719,-0.3223288385140244,1.9257137902798054,-0.7521519446991032,0.0
2014-05-06,7.8,-0.3347476892255779,3.0626787076835433,0.0,0.0,-0.7057038433261019,-0.4091083443896805,0.0,0.0,-0.018262284100808632,-0.7860262804282683,-0.5183715702852377,0.0,0.0
2014-05-07,7.8,-1.0100904683470324,-0.5512431327941819,0.0,0.0,-1.2835668641255311,-1.3474218169568042,0.0,0.0,-0.25785293153625277,3.9323583487941387,-0.9829198130359074,0.0,0.0
2014-05-08,7.4,0.17302035934155183,-0.1649056497256496,0.0,0.0,-1.1142841916462636,0.15009407816276335,-0.51464611877572,0.0,-0.07860945169838426,-0.6014881166995496,-1.02074651183448,0.0,0.0
2014-05-09,7.0,-0.9688374297194045,2.2951577883871366,0.0,0.0,0.5114996284269655,2.365605307403795,0.3619160246161081,-0.31929500115042464,-0.28340528843012075,2.9617525776617053,0.8645185851197801,0.0,0.0
2014-05-10,7.0,-0.11649173191496193,0.6909006623740747,0.0,0.0,-0.8285791738103782,1.0180037894968414,-0.44892592741739296,0.0,-0.19734333118766537,-0.2865168012779711,0.32192426046555694,0.0,-0.464636019129818
2014-05-11,7.6,-1.3236765815919092,1.9436365815229175,0.0,0.0,-0.7936157410249489,1.2642933204516238,0.0,0.0,-0.2602996052520941,-0.46289170434625254,0.22025827357854152,0.5365995440691909,0.0
2014-05-12,8.2,0.004035864630065136,-0.06606485667260678,0.0,0.0,-0.40399059876023,-0.15971359078963662,-0.33762306475106185,0.0,-0.27480646310033824,-0.5221050888088922,-0.5270792527478123,-1.8316096750032487,0.0
2014-05-13,7.6,-0.3070511039396766,0.5656810024610914,0.0,0.0,-0.8907274093148133,0.40190110018830644,-0.45563041873245375,0.0,-0.26760871588431767,2.4253721875859986,-0.04956763504472463,0.0,1.199002492191652
2014-05-14,6.0,0.09580306432928312,-2.193078463521544,0.0,0.0,0.0,3.5720020210203396,0.0,0.0,-0.23212198321701888,0.0,-1.2487101775893243,0.0,0.0
