date,mood,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.weather
2014-04-20,7.0,-1.6942004399025357,0.545749737296974,0.0,0.0,-0.7783619815231474,-0.3362058700116893,0.6832161566274871,0.0,0.0,-0.48809780164066763,0.47214770870903955,0.0,0.0,0.0
2014-04-21,6.6,-1.108000573660231,-0.6379521541401691,0.0,0.0,-1.0494797720721716,-0.5901160334407224,0.6541153167535094,0.0,0.0,-0.2523874623697453,0.42618023095444174,-0.3114867504847329,0.0,0.0
2014-04-22,7.0,-0.2556066484915073,-0.1057810164616865,0.0,0.0,0.5994508337862936,0.27284211334509895,0.7378377098952895,0.0,-0.4239475689640783,-0.08971996338584548,-1.1548534685991536,0.22199377708507903,0.0,0.0
2014-04-23,7.75,-0.5395433534636542,0.1653229102208679,0.0,0.0,-0.5834724124343856,0.29025640605922476,0.12093718979713051,0.0,-0.2079684177781298,0.5081842011910873,0.7754188315454168,0.053352867237012006,0.0,1.6106119664369807
2014-04-24,6.4,1.1705672090272188,-1.185782117811697,0.0,0.0,0.47011312857122317,-0.2464188293019719,-0.9537488699698691,0.0,-0.5409691199588856,0.6215855958565147,-0.8201833672680765,-0.32558330465110785,0.0,0.34527215817604273
2014-04-25,7.5,0.945305085219195,-0.04195942892169282,0.0,0.0,-0.2419943106518878,-0.5627736455367367,-0.011974911662155181,0.0,-0.2569375996147782,-0.5375919466838334,1.451097583530566,0.32745744532071097,0.0,0.0
2014-04-26,7.2,0.7961063923138775,-1.2737553566521285,0.0,0.0,-0.7916561679261029,-0.21722585685858267,-0.7565461468918011,0.0,-0.3976719815027074,0.04951984155505492,-0.4425837804486147,5.20565905511403,0.0,0.0
2014-04-27,6.75,-1.213958465512832,-1.8465117578807513,0.0,0.0,0.0,-0.3714529511237665,-0.9313559382617619,0.0,0.0,-0.3676411061867646,-0.6388669206889972,0.3040124455992077,0.0,0.0
2014-04-28,7.25,0.47503064700649544,-0.7281151780308166,0.0,0.0,-0.9694777084763239,0.04233336725296317,-0.7017677392518646,0.0,-0.4120008704266831,-0.5913036816607434,-0.9530007078002396,0.0,0.0,0.0
2014-04-29,6.8,-0.25417803241298126,0.055727767198746295,0.0,0.0,1.4279477827375207,0.3116386630281284,0.3205697678246915,0.0,-0.5846569701266319,-0.39821368844579763,1.4794431419358496,0.0,0.0,0.0
2014-04-30,8.0,-0.3984128460363834,-0.002429487470110113,0.0,0.0,0.2320164567085719,-0.26425518174105467,0.45810011439964315,0.0,-0.24722735530718537,-0.5078023818111203,-0.37347448438040626,0.0511869876160709,0.0,0.0
2014-05-01,7.2,2.530850238761256,-0.6999020379904408,0.0,0.0,-0.8429819662647056,-0.4192745952677326,0.8514704406264642,0.0,-0.4637674532097893,-0.4983922114982589,1.3881323817869207,-0.32683612794778266,0.0,0.0
2014-05-02,6.25,0.6679716981461661,2.0133832257202746,0.0,0.0,0.47150101362807256,0.3138593467597965,-1.1646002073430204,0.0,0.0,-0.5798027502138301,2.6209287965372203,-0.2062787164473893,0.0,-0.5394172358945793
2014-05-03,7.6,0.1436043165234012,-1.5583277580880075,0.0,0.0,-1.2081393267664577,-0.5656506422473968,-1.2265883041075054,0.0,0.7755508261207682,-0.2184861836140385,-0.9439713927795443,0.0,0.0,0.0
2014-05-04,7.0,0.2787911381821684,-0.1960922589739231,0.0,0.0,-0.5641550109239883,-0.28550209674221416,-1.3602926567921012,0.0,0.0,0.4742456912966551,1.6964067676347525,-0.722472116186113,0.0,0.0
2014-05-05,0.0,-0.9196785760973056,-0.03679795953680979,0.0,0.0,-1.1439546332472752,-0.26781299952229387,-0.7539614166252543,0.0,0.0,-0.5525600279245558,0.5596334030436567,-0.043598290058147686,0.0,0.0
2014-05-06,6.75,-0.4125482983915811,0.9231628941417854,0.0,0.0,-0.6864293792717167,0.8003084650985955,-0.5884497600119967,0.0,-0.43557850582845425,0.0,-0.2369341738372326,-0.24708311189569923,0.0,0.0
2014-05-07,7.0,-0.3141137905965158,-0.019870551319305603,0.0,0.0,0.22764296429352956,0.22135941085661665,0.06098484982826049,0.0,0.44487823613005245,1.622102058981749,-0.3512862295143647,-0.4607803581610753,0.0,-0.43732920077540205
2014-05-08,0.0,-2.0386687728872066,0.0,0.0,0.0,0.0,5.99957258104561,-0.4676635505957811,0.0,0.0,0.0,-0.48091515139535396,0.0,0.0,0.0
